Valor,Saldo_Anterior,Mudanca_Dispositivo,Horario,Novo_Destino,Fraude
3608.3,8873.18,1,4,1,1
2951.71,9275.99,0,23,1,1
7921.73,11152.75,0,14,0,0
8573.22,25511.09,0,1,1,1
8687.31,19972.56,0,1,0,1
2159.87,3494.4,1,3,1,1
6984.64,20471.43,1,23,1,1
8952.23,20897.3,1,1,1,1
466.96,7434.13,1,4,0,1
3281.7,14094.51,0,3,0,1
2235.62,13471.96,0,19,0,0
2439.29,15809.55,0,23,0,1
1814.47,20007.09,0,8,0,0
8052.9,14963.21,0,20,0,0
8973.19,20916.31,0,1,1,1
4827.69,13406.21,1,14,0,0
5823.89,22459.78,1,2,1,1
302.18,18523.23,1,0,1,1
1656.92,14712.48,0,11,1,0
8419.87,26247.9,0,4,0,1
8390.59,21559.51,0,1,0,1
5777.03,13635.94,0,20,0,0
289.44,7728.58,0,12,0,0
8001.16,8771.32,1,23,1,1
671.88,18133.28,0,10,0,0
730.12,3843.89,1,5,1,1
7625.23,18667.61,1,23,1,1
446.95,13196.29,0,5,0,1
1995.38,19149.06,0,12,0,0
5283.81,14153.87,0,20,0,0
1442.77,12732.17,0,17,0,0
9695.01,25996.11,1,3,1,1
2300.22,19182.41,1,5,1,1
8180.16,24844.19,1,4,1,1
1882.25,16943.57,1,2,1,1
775.96,1018.73,0,17,0,0
9507.64,24821.74,1,5,1,1
5936.44,7384.81,0,10,0,0
2553.86,11394.15,0,5,1,1
1153.73,12139.93,1,0,1,1
8767.74,8951.07,0,5,1,1
3823.07,12533.23,0,10,0,0
6804.61,10301.71,1,2,1,1
3599.76,6729.95,1,15,0,0
4833.89,9629.33,0,11,0,0
8646.25,27714.68,1,20,0,0
7117.43,21836.41,0,20,0,0
8864.45,28323.43,0,8,0,0
8093.72,18933.86,0,14,0,0
8252.24,23922.51,1,4,0,1
2720.78,16891.8,1,1,0,1
3498.6,13927.34,1,2,1,1
2789.01,6563.09,0,10,0,0
1231.31,14459.4,1,10,0,0
6521.48,17280.11,0,11,0,0
6074.82,16888.88,0,5,1,1
987.36,8484.67,0,1,1,1
7913.23,25531.15,0,13,0,0
9430.27,15252.95,0,13,0,0
1417.59,17639.65,0,20,0,0
6939.89,26743.06,0,22,1,1
3070.75,12494.1,0,9,0,0
3981.97,5311.96,1,2,1,1
8311.81,17688.04,0,20,0,0
2659.62,7557.72,0,13,0,0
8708.83,20517.04,1,6,1,1
974.8,5518.77,0,17,0,0
2327.15,16205.0,0,4,1,1
191.87,13295.18,1,13,0,0
1752.72,12047.15,0,16,0,0
5609.71,9624.69,0,10,0,0
9696.15,16737.68,1,23,0,1
9990.1,29612.77,0,11,0,0
7477.45,12673.98,0,8,0,0
465.35,14843.07,0,10,0,0
2297.72,10004.11,0,11,0,0
3768.83,11217.52,1,4,1,1
2114.52,14389.96,0,3,0,1
6282.72,20592.37,0,4,1,1
867.56,3607.93,1,17,0,0
5297.16,8974.12,0,17,0,0
5316.38,24634.75,1,4,1,1
5499.8,17880.21,1,1,1,1
3320.16,21435.61,0,6,0,1
1788.58,14473.17,0,3,0,1
7387.11,18316.66,1,0,1,1
4614.95,9388.64,0,17,0,0
8420.92,19975.23,0,1,0,1
495.79,4508.77,1,14,0,0
5432.31,25205.66,0,14,0,0
7186.3,11603.27,0,11,0,0
9231.63,17179.01,0,13,0,0
3019.64,21328.17,0,5,1,1
8926.66,25796.63,1,22,1,1
9249.47,14993.17,0,19,0,0
3482.24,7918.28,0,6,1,1
1474.84,17382.73,0,12,0,0
2726.58,3602.51,0,11,0,0
1457.5,8916.78,1,6,0,1
6353.55,7086.48,0,20,0,0
2959.87,3708.65,0,9,0,0
5716.42,19282.13,0,9,0,0
7588.79,11873.67,1,10,0,0
1477.76,5681.7,0,12,0,0
3589.41,10307.41,0,12,0,0
4351.61,24129.54,0,22,1,1
1169.57,7018.38,1,2,1,1
3225.69,7733.34,0,18,0,0
9504.61,23901.84,0,1,1,1
6372.65,24598.09,0,4,1,1
9001.83,14217.38,1,3,0,1
5514.38,14124.17,0,14,0,0
5328.88,16384.46,0,3,1,1
4696.34,11415.0,0,14,0,0
1034.07,14614.19,1,2,1,1
4845.62,17043.23,0,16,0,0
8893.37,28361.78,0,14,0,0
491.64,16260.34,1,5,1,1
6413.31,20088.92,0,2,1,1
5748.99,9147.38,0,4,1,1
6548.05,25455.89,0,20,0,0
5399.52,9688.61,1,0,0,1
4705.5,17990.91,0,19,0,0
894.04,11393.31,0,23,1,1
3798.33,9357.84,0,13,1,0
5111.59,12027.81,0,11,0,0
1297.51,1703.87,1,1,0,1
5563.15,8911.27,0,17,0,0
5428.52,11278.49,0,10,0,0
6199.68,8011.72,1,5,1,1
3465.37,18992.73,1,1,1,1
5174.34,16378.39,0,19,0,0
4247.31,10576.19,0,10,0,0
9726.06,23233.5,0,13,0,0
7800.71,14745.47,1,1,0,1
757.08,3964.76,0,14,0,0
2687.96,5376.57,1,3,1,1
6698.17,13583.25,1,5,1,1
8017.36,21213.59,0,4,1,1
5881.82,13862.24,1,4,0,1
7376.96,9054.64,1,4,1,1
9509.13,16442.53,1,3,1,1
3848.23,10472.21,0,2,1,1
6799.9,8711.87,1,15,0,0
8350.95,28165.47,0,3,1,1
3892.89,19803.75,1,2,1,1
9144.98,16670.12,0,23,1,1
7530.4,10648.89,0,15,0,0
6250.39,14418.3,1,0,1,1
5318.23,23485.42,1,23,1,1
4707.6,5644.12,0,9,1,0
6068.23,21494.38,1,2,1,1
3857.13,17372.32,0,22,1,1
6111.69,8337.02,1,1,1,1
1121.5,16118.67,0,11,0,0
6269.2,14144.71,0,15,0,0
7301.81,21844.36,0,20,1,0
8914.52,11090.79,0,20,0,0
2338.61,14206.15,0,16,0,0
5410.94,24290.6,1,2,1,1
6520.15,11528.66,1,4,0,1
9699.09,13043.49,1,4,0,1
2727.15,22030.61,0,10,0,0
2484.83,3165.31,1,2,0,1
6724.63,23186.01,0,0,0,1
3851.27,11980.54,1,6,0,1
8011.85,16496.86,1,20,0,0
665.25,19587.74,0,15,0,0
5383.53,17454.07,0,14,0,0
4587.89,6550.31,0,8,0,0
5603.99,6924.81,0,9,0,0
999.2,10168.78,0,20,0,0
1360.31,7122.68,0,2,1,1
5439.93,9752.18,0,9,0,0
3551.9,8500.61,0,11,0,0
8384.53,13113.76,1,9,0,0
2294.14,4648.88,0,3,1,1
1541.98,2974.75,1,0,0,1
9504.91,12494.62,0,10,0,0
2417.19,16216.77,0,8,0,0
6730.4,18375.82,0,17,0,0
5300.59,9144.74,0,18,0,0
3910.33,23358.97,0,13,0,0
5640.53,25469.69,0,18,0,0
9325.14,19999.97,0,10,0,0
4751.56,14483.57,1,6,0,1
9183.84,16379.5,0,17,0,0
9391.29,21047.2,1,4,1,1
8761.63,14630.55,0,16,0,0
5943.44,6391.6,0,8,0,0
2979.41,17851.03,1,0,0,1
6684.17,24713.29,0,0,1,1
7898.79,9452.94,1,15,0,0
9213.27,18929.7,0,20,0,0
8061.19,18745.44,0,22,1,1
4957.2,7781.09,0,11,0,0
9631.52,18547.89,1,2,1,1
5033.14,14505.18,0,9,0,0
1820.52,5131.64,0,3,1,1
3968.24,22045.9,0,16,0,0
7354.49,24708.42,0,14,0,0
65.17,6562.93,1,5,1,1
6847.01,9451.2,0,14,1,0
862.62,4745.76,1,2,1,1
3375.77,22165.77,0,9,0,0
2046.74,7884.73,0,14,0,0
8428.52,16560.87,0,12,0,0
2980.52,12415.75,0,3,1,1
2459.09,21663.74,0,20,0,0
5543.0,5870.22,1,6,1,1
2509.57,4534.11,0,14,0,0
3176.97,15270.82,0,9,0,0
3208.05,15572.57,0,8,0,0
1433.21,7557.43,0,14,0,0
5934.51,6512.21,1,5,1,1
4028.71,15190.55,0,18,0,0
3227.1,13239.7,0,19,0,0
4408.83,20604.47,1,5,1,1
1190.37,12000.92,1,18,0,0
5324.81,10853.87,0,16,0,0
2793.68,12001.9,1,6,0,1
456.66,1166.78,0,18,0,0
7152.87,13694.82,0,16,0,0
2063.66,13795.04,0,14,0,0
1608.65,20654.69,1,22,1,1
826.44,16819.69,1,2,1,1
3722.51,9425.06,0,14,0,0
7914.13,16411.58,0,11,1,0
4216.5,6999.94,1,17,0,0
7071.5,11669.48,0,4,0,1
2056.76,6914.18,1,6,1,1
8515.74,16351.39,1,1,1,1
5546.72,8100.07,1,2,1,1
6097.03,16879.59,0,16,0,0
9405.18,16782.23,1,4,1,1
133.92,4604.66,0,1,0,1
8787.51,11961.9,1,22,1,1
7950.15,20441.67,0,4,0,1
7692.18,13321.45,1,2,1,1
7685.05,8918.93,0,6,1,1
3010.89,18409.15,0,11,0,0
9209.52,26771.17,1,3,0,1
5188.9,21268.84,0,3,1,1
9015.7,27874.63,1,20,0,0
8903.74,26170.29,1,4,1,1
8839.02,12625.9,0,0,0,1
6487.25,16229.57,0,13,0,0
8085.89,24785.37,1,0,1,1
1747.74,15025.77,0,20,1,0
2138.92,11128.54,1,2,0,1
2048.32,3055.46,1,2,1,1
6478.6,22287.82,0,18,0,0
4333.18,8304.33,0,15,0,0
5456.94,13970.31,0,12,0,0
7865.11,10788.62,0,8,0,0
4692.99,4797.51,1,3,1,1
405.79,15092.49,1,23,1,1
9026.5,24360.88,0,0,0,1
2807.57,18530.34,0,0,1,1
8176.48,14683.94,0,10,0,0
1335.83,2773.79,1,2,0,1
2935.29,19241.59,1,6,0,1
3010.63,15049.52,1,12,0,0
5553.88,18115.56,0,18,0,0
7263.65,17740.7,1,23,1,1
4972.7,19939.56,1,5,0,1
2173.99,6904.88,0,18,0,0
659.87,6622.8,1,6,1,1
2353.88,16376.61,0,14,0,0
5181.94,7360.58,1,22,0,1
9253.23,28018.74,0,5,1,1
9912.65,16804.89,1,23,1,1
6330.34,23083.16,0,13,0,0
4587.95,23602.09,1,3,0,1
3598.74,14783.85,0,23,1,1
9370.0,21274.52,0,10,1,0
862.64,6354.4,0,4,1,1
1982.73,13121.0,1,5,1,1
1572.81,1852.68,0,6,1,1
7907.19,12106.19,1,3,1,1
5458.86,25398.15,0,2,0,1
9069.89,27629.8,0,15,0,0
2542.0,12582.95,0,13,0,0
1905.97,2588.29,0,8,0,0
7798.05,15304.3,0,1,0,1
2072.15,21696.4,1,0,1,1
9891.9,14564.83,0,18,0,0
1861.45,8903.2,1,6,1,1
8873.26,13787.7,1,0,0,1
3062.99,4690.48,1,22,1,1
8827.32,26743.77,0,19,0,0
3336.69,15394.84,0,3,1,1
5144.75,19306.68,1,5,1,1
3271.46,6378.55,0,19,0,0
1120.86,19548.65,1,4,1,1
7075.31,15801.41,1,4,0,1
8333.89,14947.83,0,11,0,0
2122.37,13852.9,0,6,1,1
8594.51,19149.4,0,8,0,0
4243.15,6389.72,1,6,1,1
8768.03,17158.32,0,17,0,0
520.84,10637.41,1,4,1,1
6286.11,7328.99,0,17,0,0
8410.31,16305.98,1,6,0,1
2751.08,14966.24,0,11,0,0
6617.09,16206.18,1,6,1,1
3815.1,12527.16,0,0,1,1
492.91,14879.54,0,13,0,0
6385.17,25093.4,0,13,0,0
587.23,1514.65,0,2,1,1
3118.94,4182.48,0,18,0,0
4692.24,12233.27,1,2,1,1
9328.0,28009.87,0,16,0,0
9902.48,15472.42,0,14,0,0
7870.54,14546.45,0,18,0,0
6181.97,9380.92,0,12,0,0
4120.73,10575.16,0,19,0,0
4546.08,11558.02,1,15,0,0
1065.59,10687.56,1,4,1,1
7513.28,8261.59,1,12,0,0
3440.67,13478.34,0,12,0,0
864.23,12440.61,1,1,1,1
644.95,9687.01,0,22,1,1
5972.46,14070.02,1,23,1,1
7413.8,7894.47,1,3,1,1
6129.61,21656.78,1,5,0,1
964.4,10576.96,0,19,0,0
7904.92,18491.95,0,8,0,0
6242.72,17416.37,0,22,1,1
8426.05,27443.9,0,11,0,0
6472.81,17130.22,0,16,0,0
7153.86,10127.9,0,9,1,0
3277.06,8779.75,0,2,0,1
5903.28,11324.58,0,6,1,1
7321.72,25395.57,0,20,0,0
5657.65,9710.68,1,4,1,1
8416.06,25007.37,1,0,0,1
9225.77,25321.68,0,4,1,1
1045.0,10115.84,0,9,0,0
3465.89,22891.79,0,23,1,1
9769.51,12995.47,0,11,0,0
6545.2,10242.82,0,2,0,1
9958.5,15809.26,0,19,0,0
1408.84,9815.0,1,22,1,1
6959.23,9017.87,1,3,1,1
1118.78,9988.01,0,23,1,1
3123.99,4769.21,1,2,1,1
8715.89,10843.55,0,2,1,1
7753.58,10062.44,1,3,1,1
4679.34,11311.18,0,2,1,1
7012.68,10442.37,1,5,1,1
8963.02,15998.8,0,14,0,0
6969.87,15343.28,0,12,0,0
6429.23,20301.04,1,4,1,1
580.3,20149.56,1,0,1,1
1749.35,18339.54,1,22,0,1
2900.91,7204.88,0,12,0,0
3893.09,20416.86,0,15,0,0
2071.33,5703.04,0,11,0,0
2725.74,21923.56,0,19,0,0
5040.78,23439.33,0,10,1,0
5278.72,22520.94,0,6,1,1
691.04,4505.17,0,22,1,1
627.32,10151.04,0,12,0,0
3837.55,7267.95,1,23,0,1
1334.37,11479.93,1,15,0,0
2864.98,22375.65,1,4,1,1
263.61,16580.91,1,22,1,1
2594.93,4164.12,0,12,0,0
8119.58,15800.52,1,5,1,1
7289.82,26900.96,1,8,0,0
4987.13,15771.6,0,9,0,0
6801.98,17324.62,0,13,0,0
6568.22,7754.07,1,4,1,1
8067.55,26025.13,0,22,1,1
3308.85,20505.17,1,1,1,1
3016.63,4433.32,1,23,1,1
319.25,15539.74,1,1,0,1
2628.69,7965.38,0,13,0,0
3064.17,18773.01,0,9,0,0
7184.05,15083.07,1,5,1,1
8626.39,8798.16,0,20,0,0
8799.18,11431.48,0,16,0,0
3497.33,19355.63,0,15,0,0
9042.55,14135.32,1,22,0,1
5657.37,24519.2,0,10,0,0
6907.04,19211.54,1,3,1,1
9331.8,10618.18,1,23,1,1
8848.4,25463.85,0,16,0,0
8457.59,11189.74,1,6,1,1
8652.84,27789.42,0,14,0,0
2733.01,4894.59,0,19,1,0
3162.58,11555.29,0,17,0,0
3559.81,15770.36,0,8,1,0
9941.45,28295.08,1,3,1,1
3438.24,15407.93,1,3,0,1
1083.91,16129.28,0,14,0,0
1329.66,10748.25,0,11,0,0
2170.53,19445.58,0,14,0,0
4095.44,14123.46,1,2,1,1
789.71,4684.96,0,10,1,0
1050.04,6315.61,1,6,1,1
6452.1,9539.76,0,15,0,0
1248.79,1867.3,0,13,0,0
246.15,8884.49,1,3,0,1
1873.8,17186.17,1,0,0,1
4013.62,22801.08,1,6,0,1
1378.6,10540.23,0,9,0,0
5683.77,13457.16,0,4,1,1
4314.9,12182.66,0,15,0,0
2074.66,13592.67,0,11,0,0
9774.12,21210.37,0,19,0,0
8130.88,12190.82,1,0,1,1
4959.96,16857.48,1,0,0,1
7083.65,24956.15,1,2,1,1
8813.72,21824.7,0,11,0,0
7853.07,25179.26,0,12,0,0
4644.69,9657.14,1,23,0,1
1450.19,4666.16,0,15,0,0
3100.63,11027.71,0,23,1,1
6912.47,14331.41,1,4,1,1
4331.42,8989.02,0,19,0,0
5026.93,11372.08,0,3,1,1
3387.68,5134.18,0,18,0,0
6592.65,10428.33,1,22,1,1
1115.21,6255.33,1,22,1,1
7477.23,9192.1,0,6,1,1
8467.97,15659.82,0,10,1,0
8730.73,28675.76,1,4,1,1
4739.98,19849.85,1,22,1,1
2504.18,19467.2,1,22,1,1
1552.08,3693.18,1,3,1,1
7605.3,19337.71,1,23,0,1
6101.14,13559.27,0,9,0,0
7381.59,24357.63,1,22,1,1
9339.41,25467.47,1,0,1,1
79.45,10006.35,1,5,0,1
376.85,16061.76,0,1,0,1
5621.94,24341.81,0,8,0,0
2252.16,5197.88,0,2,1,1
8786.37,14363.63,0,23,1,1
8466.06,8764.64,0,2,0,1
2747.81,9651.73,1,4,1,1
3849.16,8270.73,0,12,0,0
2324.4,6333.14,1,6,1,1
7768.2,24134.62,1,1,1,1
687.69,8495.41,1,5,0,1
9747.62,17424.71,0,9,0,0
2091.77,17479.4,1,16,0,0
1434.54,10426.17,0,16,0,0
6774.44,25303.03,1,4,0,1
8814.07,26056.07,0,14,0,0
3552.68,19115.96,1,1,0,1
2208.75,15192.85,0,20,0,0
8656.42,22390.59,1,2,1,1
2848.52,15009.21,0,9,1,0
1417.16,4897.79,0,1,1,1
5440.09,13738.06,0,2,1,1
5188.11,14196.81,1,1,1,1
3299.45,22081.49,0,15,0,0
1419.57,6590.44,0,16,0,0
1197.2,11104.42,1,11,0,0
5139.1,15631.46,0,18,1,0
403.04,14997.62,1,4,1,1
5826.19,10825.66,0,18,0,0
466.59,8676.69,0,11,0,0
2775.03,11107.39,0,14,0,0
5983.02,7522.12,0,6,0,1
9611.09,12824.98,1,23,0,1
8174.8,20492.81,1,0,0,1
3561.8,7269.93,0,14,0,0
1951.38,15456.68,0,8,1,0
1811.15,3835.45,1,20,1,0
779.03,2126.55,0,1,1,1
4374.14,20000.37,1,6,1,1
6224.65,11719.47,1,0,1,1
1546.96,4971.73,0,18,0,0
7586.66,19571.81,1,13,0,0
3875.21,20600.23,1,19,1,0
3257.79,17228.57,1,6,1,1
3019.62,20706.44,0,13,0,0
6509.04,6934.94,0,12,0,0
6214.53,17197.18,1,16,0,0
3951.81,20362.34,1,6,0,1
206.91,926.78,1,6,0,1
9836.95,23654.23,0,5,1,1
8217.19,14107.6,0,8,0,0
4090.45,21516.76,0,4,0,1
1214.46,7272.19,1,2,1,1
3264.11,15268.33,0,17,1,0
3885.98,13045.74,0,17,0,0
4587.29,15701.38,1,6,1,1
2190.36,17049.02,1,23,0,1
3110.52,13786.47,1,6,1,1
5951.81,16044.56,0,9,0,0
8661.98,15785.85,1,5,1,1
5726.96,7139.18,0,17,0,0
9971.27,29242.14,0,2,1,1
155.3,12665.91,0,4,1,1
120.2,9258.45,1,6,1,1
7462.99,14241.64,0,0,1,1
1644.92,6169.91,1,3,1,1
8732.86,24694.41,0,14,0,0
4988.69,22807.84,1,1,0,1
948.07,18917.57,1,23,0,1
5702.56,10271.48,0,14,0,0
2525.31,4722.07,0,2,1,1
7944.16,8825.53,0,6,1,1
4738.73,17430.87,0,12,0,0
8590.66,21217.28,0,11,0,0
9489.37,9874.24,1,22,1,1
6590.66,11514.86,0,14,1,0
6858.91,17397.34,1,20,0,0
2601.25,20460.66,0,13,1,0
583.78,7867.11,0,15,0,0
8682.8,10299.45,0,14,0,0
4366.9,15733.9,1,0,1,1
3770.87,18451.58,1,4,1,1
505.35,2756.99,0,19,0,0
3003.92,6165.07,0,12,0,0
8242.05,14280.03,0,15,0,0
9555.68,23529.24,0,6,0,1
5513.07,10851.69,0,0,1,1
7981.16,16147.13,1,6,1,1
2857.33,3708.74,0,17,0,0
1779.73,2209.92,1,5,1,1
1954.29,16812.67,0,1,1,1
4019.47,17679.47,0,19,1,0
8220.38,19937.46,0,3,0,1
9461.69,23385.05,1,4,0,1
1186.33,19757.15,1,23,1,1
8021.44,14428.33,0,12,0,0
8648.58,21330.99,0,5,0,1
6386.13,13704.96,0,11,0,0
5777.34,19525.06,0,18,0,0
6560.69,9913.46,0,18,0,0
1113.04,18094.1,0,19,0,0
7346.39,11358.47,0,8,1,0
3686.53,21948.47,0,12,0,0
9380.9,24182.54,0,14,0,0
1418.38,13117.52,0,9,0,0
6126.53,7916.44,0,13,1,0
2494.2,11415.5,1,15,1,0
9691.34,21151.8,0,1,1,1
1403.54,4178.8,1,2,1,1
9866.43,29674.04,1,6,0,1
98.57,13894.31,0,10,0,0
4295.65,10016.85,1,6,1,1
7850.69,27437.43,0,8,0,0
5219.24,6390.47,1,22,1,1
8278.92,23618.85,0,10,0,0
1615.99,12684.07,0,5,1,1
1048.92,11126.22,1,13,1,0
6778.87,19711.04,1,2,1,1
4054.88,7193.55,0,12,1,0
1601.37,13691.35,0,15,1,0
612.92,10212.19,1,2,1,1
1995.17,20126.78,1,1,0,1
7242.76,22014.01,0,8,0,0
6875.89,22807.24,0,10,0,0
1624.26,17547.91,0,10,0,0
7650.45,21692.62,0,4,1,1
6335.18,10445.59,0,23,1,1
803.27,7446.84,1,3,1,1
5475.14,12638.96,0,10,0,0
3973.54,11117.58,0,15,0,0
7101.86,10220.16,0,8,1,0
6835.76,8801.91,1,3,0,1
7162.56,22403.5,1,6,0,1
9094.11,21404.83,1,6,1,1
9402.9,10219.67,1,2,1,1
7123.02,16684.99,1,1,1,1
8757.87,17481.21,0,20,0,0
5127.1,16487.53,1,6,0,1
3747.97,12783.18,0,11,0,0
8129.87,23334.08,0,4,1,1
2551.37,4008.28,1,1,0,1
279.58,15291.35,1,20,0,0
9228.34,11882.02,1,5,1,1
6014.73,19723.75,1,5,0,1
524.49,16733.11,0,10,0,0
2654.3,5711.19,0,12,0,0
2199.42,7121.59,0,12,1,0
6316.76,26160.26,1,0,1,1
4932.68,13878.41,0,19,0,0
4545.48,15524.36,0,2,1,1
1162.04,14480.79,0,17,0,0
4099.25,16043.99,1,6,1,1
1483.05,17486.29,0,2,1,1
2071.27,16567.88,1,22,1,1
6512.26,16567.8,1,1,1,1
9001.23,28841.29,0,22,0,1
4414.4,19907.19,0,14,0,0
6066.47,19965.57,1,1,1,1
8335.73,16452.76,0,13,0,0
9581.15,28565.87,1,3,1,1
2344.78,20163.43,1,4,0,1
3150.36,5870.93,1,1,1,1
135.36,7940.38,1,9,0,0
620.17,15420.76,1,2,0,1
5581.51,13678.85,1,0,0,1
8422.77,15138.65,0,6,1,1
2827.53,13015.25,1,22,1,1
2186.75,6382.06,1,0,0,1
5832.24,6640.49,1,5,0,1
4116.1,8180.57,1,0,1,1
6016.35,10750.34,0,10,0,0
1425.62,1989.73,0,17,0,0
7583.18,9190.4,0,16,0,0
6384.71,6917.35,0,14,0,0
8744.23,21829.5,1,17,0,0
3907.81,11014.13,0,16,0,0
7822.46,22428.35,0,22,1,1
210.14,6505.01,0,20,0,0
1860.1,14498.95,1,0,1,1
2931.1,4024.19,0,14,0,0
5767.12,16992.4,0,0,1,1
3592.65,17221.53,0,12,0,0
9901.75,23045.99,0,15,0,0
9155.73,10669.32,1,3,1,1
3527.86,12828.34,0,10,0,0
4666.75,13308.17,0,9,0,0
7307.36,14998.59,1,18,0,0
1267.72,16882.72,0,10,0,0
465.57,13853.79,0,8,0,0
3895.94,21560.04,0,8,0,0
1151.19,20415.7,0,18,1,0
8936.36,26784.68,0,13,0,0
2315.38,8384.25,0,16,0,0
8097.07,25591.1,0,5,1,1
704.52,12677.64,0,8,0,0
1476.5,7020.83,0,9,1,0
7175.79,10727.68,0,9,1,0
1881.32,19176.83,0,10,0,0
4005.6,9373.1,0,9,0,0
6710.4,8019.96,0,10,0,0
234.47,12663.04,1,4,1,1
2998.17,8908.31,0,9,0,0
2003.43,20661.27,1,22,1,1
5340.69,13568.96,1,6,0,1
843.81,6962.89,0,6,1,1
8653.04,14099.67,0,9,0,0
36.05,1017.81,0,17,0,0
7934.68,22985.13,1,1,1,1
2406.34,5855.08,1,3,0,1
4552.85,23329.59,1,5,1,1
9714.24,17679.9,1,5,1,1
5471.9,8596.04,0,20,0,0
5866.44,23425.71,0,1,0,1
2395.57,10668.15,1,4,1,1
1274.93,14911.17,0,10,0,0
4972.09,15065.49,0,17,0,0
6143.81,19557.13,0,8,0,0
8503.42,15508.1,0,13,0,0
7935.2,27275.56,0,18,1,0
726.4,10455.22,1,3,1,1
6977.74,23546.05,1,0,1,1
4396.96,16761.34,1,5,0,1
4124.29,18033.89,1,1,1,1
2113.67,2474.69,0,11,0,0
8222.81,21689.82,1,5,0,1
2306.01,21041.49,0,10,0,0
1810.66,8414.38,0,19,0,0
4077.58,15540.65,0,10,1,0
622.88,12376.07,0,1,1,1
8532.59,25067.27,0,11,0,0
6071.08,12562.21,1,4,1,1
4010.16,22086.78,1,15,0,0
348.42,6488.88,0,17,0,0
7893.82,23662.82,1,5,1,1
604.65,15420.09,0,5,0,1
9547.11,13716.87,0,13,0,0
6349.48,11070.75,1,23,0,1
3891.7,10707.04,1,3,0,1
4322.28,13228.94,1,4,0,1
620.62,8152.64,0,16,0,0
4308.76,8201.9,1,4,1,1
4312.75,10749.53,0,16,0,0
5227.57,15857.13,0,16,0,0
1040.21,3684.76,1,1,1,1
9796.34,10125.15,0,17,0,0
2671.93,10211.35,0,12,0,0
4116.17,5014.93,1,23,1,1
7621.4,24605.99,1,2,1,1
1054.63,3209.6,1,3,1,1
1529.52,7936.68,0,4,1,1
9309.13,28841.62,0,20,0,0
838.35,4903.16,1,12,1,0
5602.27,18675.33,0,10,0,0
2814.92,22642.35,0,2,1,1
4598.06,18184.75,0,22,1,1
9794.16,21789.27,0,8,1,0
4947.8,12991.5,0,8,1,0
5471.02,8324.61,1,1,0,1
8083.12,22927.11,0,5,1,1
7043.37,20997.26,0,8,0,0
2605.53,5102.43,1,4,1,1
6388.39,13180.69,0,12,0,0
2396.9,16566.87,0,9,0,0
923.95,12103.97,1,22,1,1
5908.13,23142.84,0,13,1,0
353.54,17287.38,1,3,0,1
5214.64,5511.32,0,19,0,0
6831.45,19257.94,0,10,0,0
6251.98,21307.89,1,12,0,0
3950.82,22766.85,1,0,1,1
2153.26,8150.98,1,17,0,0
6530.93,11474.52,1,3,1,1
4557.65,10387.76,0,3,1,1
369.06,5284.4,1,6,1,1
9321.86,22323.39,1,4,1,1
1069.21,12673.3,0,15,0,0
1495.14,11026.17,1,2,1,1
9370.73,24252.27,0,8,0,0
3053.09,17888.57,1,0,1,1
1220.07,9789.94,1,11,1,0
6862.26,26644.26,0,11,0,0
6343.72,18549.28,1,6,1,1
3507.75,16774.93,0,22,1,1
9996.7,17800.6,0,10,0,0
7255.32,26031.11,0,0,1,1
6731.01,12239.21,0,10,0,0
1297.41,11372.8,1,1,0,1
5168.5,6577.73,0,12,0,0
3566.17,13235.88,1,22,1,1
1510.65,16619.25,0,20,0,0
1269.9,8971.12,1,19,0,0
8779.52,23964.52,1,0,1,1
1179.5,9104.08,1,5,1,1
2167.69,21550.16,0,8,1,0
1594.47,8468.66,1,4,1,1
1920.88,20151.08,0,14,1,0
7382.96,20390.88,0,5,1,1
8063.95,13106.64,1,0,1,1
8827.66,21541.72,0,8,0,0
5192.72,24517.07,0,5,1,1
1616.93,19273.77,0,19,0,0
3470.47,11106.1,0,10,0,0
6418.06,10256.8,0,18,1,0
921.95,7070.41,1,22,0,1
8227.78,19661.62,0,1,1,1
9998.17,19389.92,0,9,0,0
3458.78,20665.72,0,1,1,1
628.0,11418.35,0,16,0,0
2667.86,14914.06,0,9,0,0
3216.92,10825.74,0,16,0,0
638.35,20198.79,0,12,0,0
2329.8,16402.51,1,23,0,1
1992.07,14483.81,1,14,0,0
7976.2,16073.06,1,18,0,0
4442.67,18645.5,0,19,0,0
3357.84,4457.68,1,2,1,1
795.0,20408.31,1,0,1,1
1230.89,2657.53,0,10,0,0
5251.67,15416.76,0,9,0,0
2886.18,20335.71,1,18,1,0
779.81,5669.15,1,1,1,1
4413.22,9768.05,1,0,1,1
1852.49,5306.06,0,12,0,0
5601.96,21669.64,1,5,1,1
1149.82,9737.16,1,22,1,1
4901.55,12275.57,0,15,0,0
6245.25,6791.53,1,2,1,1
7236.35,8456.12,0,15,0,0
6653.2,26171.2,0,0,0,1
9306.65,11296.46,0,3,1,1
5698.08,20695.39,0,22,1,1
2866.21,18575.88,1,3,1,1
5088.52,21887.54,1,3,0,1
9556.96,14044.99,1,6,0,1
6750.06,17506.86,0,12,0,0
2318.44,9748.55,0,1,0,1
2215.49,8521.89,1,4,1,1
4875.28,15979.91,0,17,0,0
1626.12,6198.82,1,15,1,0
723.3,17344.92,1,10,0,0
887.79,12467.25,1,4,1,1
6033.45,25998.5,0,9,0,0
4058.64,7016.33,0,15,0,0
